timestamp,machine_id,lot_id,panel_id,is_read
2026-08-09 15:59:01.341,GLD-RinseENEPIG-01-UL,,12606110960001C215,TRUE
2026-08-09 09:06:11.735,SDM-Develop-01-UL,,12607160080001I002,TRUE
2026-08-09 07:05:02.092,GLD-Pretreatment-01-L,1260611096010,12606110960002B156,TRUE
2026-08-09 02:19:08.540,AOI-PEP-01-UL,1260806089000,1260806089000BC002,TRUE
2026-08-09 02:18:57.683,AOI-PEP-01-L,1260806089000,1260806089000BC040,TRUE
2026-08-09 23:51:44.258,LIN-INNDES-01-L,1260806069000,126080606900004056,TRUE
2026-08-09 23:54:11.969,SDM-DI-01-L,,ERROR_202608100654119695,TRUE
2026-08-09 23:29:03.296,SMK-BRU-02-UL,1260720092000,126072009200001059,TRUE
2026-08-09 23:11:35.820,ROU-RIN-01-UL,,Error_202608100611358209,FALSE
2026-08-09 23:12:37.165,SMK-BRU-02-L,1260720092000,Error_202608100612371657,FALSE
2026-08-09 23:06:34.721,GLD-IR-01-UL,,126070903700010073,TRUE
2026-08-09 22:44:11.341,GLD-IR-01-L,,126070903700010035,TRUE
2026-08-09 22:51:22.265,LIN-OUTDEV-01-UL,1260713055000,126071110200001045,TRUE
2026-08-09 22:26:38.802,WIR-DES-01-UL,1260720093000,126080510000078006,TRUE
2026-08-09 22:26:24.964,LAM-BOP-03-L,1260725014000,126072501400067017,TRUE
2026-08-09 22:37:35.906,LAM-BOP-03-UL,1260725015010,126072501400067017,TRUE
2026-08-09 21:47:56.802,AOI-RESAOI-01-UL,1260713031000,126071303100001014,TRUE
2026-08-09 22:10:05.197,WIR-DES-01-L,1260805100070,126080510000078014,TRUE
2026-08-09 21:47:03.157,AOI-RESAOI-01-L,1260713031000,126071303100001014,TRUE
2026-08-09 21:35:47.602,LIN-OUTDEV-01-L,1260713055000,126071305500001076,TRUE
2026-08-09 21:03:27.362,ELC-INS-01-UL,1260713043000,126071304300001030,TRUE
2026-08-09 21:02:04.702,ELC-INS-01-L,1260713043000,126071304300001030,TRUE
2026-08-09 20:29:21.295,SMK-DEV-01-L,,126071107800001012,TRUE
2026-08-09 21:17:55.388,CPP-VCP-01-L,1260718173000,126072700200400110,TRUE
2026-08-09 19:58:05.910,LIN-OUTDES-01-L,1260717081030,126071708100001003,TRUE
2026-08-09 16:53:46.213,DRL-INS-01-UL,,126072302800001023,TRUE
2026-08-09 16:12:30.603,DRL-INS-01-L,,126072302800001026,TRUE
2026-08-09 15:59:01.341,GLD-RinseENEPIG-01-UL,,12606110960001C215,TRUE
2026-08-09 09:06:11.735,SDM-Develop-01-UL,,12607160080001I002,TRUE
2026-08-09 07:05:02.092,GLD-Pretreatment-01-L,1260611096010,12606110960002B156,TRUE
2026-08-09 07:14:13.599,GLD-Pretreatment-01-UL,1260611096010,12606110960001C222,TRUE
2026-08-09 02:19:08.540,AOI-PEP-01-UL,1260806089000,1260806089000BC002,TRUE
2026-08-09 02:18:57.683,AOI-PEP-01-L,1260806089000,1260806089000BC040,TRUE
2026-08-09 23:54:11.969,SDM-DI-01-L,,ERROR_202608100654119695,TRUE
2026-08-09 23:54:11.969,SDM-DI-01-L,,ERROR_202608100654119695,TRUE
2026-08-09 21:47:56.802,AOI-RESAOI-01-UL,1260713031000,126071303100001014,TRUE
2026-08-09 21:17:55.388,CPP-VCP-01-L,1260718173000,126072700200400110,TRUE
2026-08-09 21:03:27.362,ELC-INS-01-UL,1260713043000,126071304300001030,TRUE
2026-08-09 16:53:46.213,DRL-INS-01-UL,,126072302800001023,TRUE
2026-08-09 22:26:24.964,LAM-BOP-03-L,1260725014000,126072501400067017,TRUE
2026-08-09 22:26:24.964,LAM-BOP-03-L,1260725014000,126072501400067017,TRUE
2026-08-09 21:35:47.602,LIN-OUTDEV-01-L,1260713055000,126071305500001076,TRUE
2026-08-09 21:17:55.388,CPP-VCP-01-L,1260718173000,126072700200400110,TRUE
2026-08-09 22:44:11.341,GLD-IR-01-L,,126070903700010035,TRUE
2026-08-09 21:03:27.362,ELC-INS-01-UL,1260713043000,126071304300001030,TRUE
2026-08-09 20:29:21.295,SMK-DEV-01-L,,126071107800001012,TRUE
2026-08-09 19:58:05.910,LIN-OUTDES-01-L,1260717081030,126071708100001003,TRUE
2026-08-09 16:53:46.213,DRL-INS-01-UL,,126072302800001023,TRUE
2026-08-09 23:12:37.165,SMK-BRU-02-L,1260720092000,Error_202608100612371657,FALSE
2026-08-09 20:29:21.295,SMK-DEV-01-L,,126071107800001012,TRUE
2026-08-09 21:35:47.602,LIN-OUTDEV-01-L,1260713055000,126071305500001076,TRUE
2026-08-09 22:51:22.265,LIN-OUTDEV-01-UL,1260713055000,126071110200001045,TRUE
2026-08-09 23:12:37.165,SMK-BRU-02-L,1260720092000,Error_202608100612371657,FALSE
2026-08-09 16:06:11.735,SDM-Develop-01-UL,,12607160080001I002,TRUE
2026-08-09 23:53:46.213,DRL-INS-01-UL,,126072302800001023,TRUE
2026-08-09 14:14:13.599,GLD-Pretreatment-01-UL,1260611096010,12606110960001C222,TRUE
2026-08-09 23:12:30.603,DRL-INS-01-L,,126072302800001026,TRUE
2026-08-09 14:05:02.092,GLD-Pretreatment-01-L,1260611096010,12606110960002B156,TRUE
2026-08-09 23:53:46.213,DRL-INS-01-UL,,126072302800001023,TRUE
2026-08-09 23:12:30.603,DRL-INS-01-L,,126072302800001026,TRUE
2026-08-09 14:05:02.092,GLD-Pretreatment-01-L,1260611096010,12606110960002B156,TRUE
2026-08-09 14:14:13.599,GLD-Pretreatment-01-UL,1260611096010,12606110960001C222,TRUE
2026-08-09 16:06:11.735,SDM-Develop-01-UL,,12607160080001I002,TRUE
